allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR127	pQBR132	pQBR28	pQBR53	pQBR55	pQBR55R	pQG3rel01	pQG3rel02	pQG3rel03	pQG3rel04	pQG3rel05	pQG3rel06
g0268_0006	g0268	nhaA	Na+/H+ antiporter NhaA	98	1	1	1	1	1	0	0	0	0	1	Na+/H+ antiporter NhaA(1)	nhaA(1)	1170	1170	1170.00	141	73							pQG3rel01_00277					
g0220_0006	g0220	NA	Carbonate dehydratase	98	1	1	1	1	1	0	0	0	0	1	Carbonate dehydratase(1)	NA(1)	2691	2691	2691.00	141	74							pQG3rel01_00276					
g0422_0006	g0422	NA	Usp domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Usp domain-containing protein(1)	NA(1)	435	435	435.00	141	75							pQG3rel01_00275					
g0251_0006	g0251	NA	Gmad1 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Gmad1 domain-containing protein(1)	NA(1)	1389	1389	1389.00	141	76							pQG3rel01_00274					
g0410_0006	g0410	NA	DUF305 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF305 domain-containing protein(1)	NA(1)	447	447	447.00	141	77							pQG3rel01_00273					
g0449_0006	g0449	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	390	390	390.00	141	78							pQG3rel01_00272					
g0377_0006	g0377	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	567	567	567.00	141	79							pQG3rel01_00271					
g0588_0006	g0588	alpA	AlpA family transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	AlpA family transcriptional regulator(1)	alpA(1)	231	231	231.00	141	80							pQG3rel01_00270					
g0347_0006	g0347	NA	Transposase	98	1	1	1	1	1	0	0	0	0	1	Transposase(1)	NA(1)	702	702	702.00	141	81							pQG3rel01_00269					
g0615_0006	g0615	NA	Transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator(1)	NA(1)	189	189	189.00	141	82							pQG3rel01_00268					
g0337_0006	g0337	NA	DUF4476 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4476 domain-containing protein(1)	NA(1)	732	732	732.00	141	83							pQG3rel01_00267					
g0314_0006	g0314	NA	DUF4123 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4123 domain-containing protein(1)	NA(1)	849	849	849.00	141	84							pQG3rel01_00262					
g0322_0006	g0322	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	795	795	795.00	141	85							pQG3rel01_00261					
g0223_0006	g0223	NA	Lipase	98	1	1	1	1	1	0	0	0	0	1	Lipase(1)	NA(1)	2322	2322	2322.00	141	86							pQG3rel01_00260					
g0241_0006	g0241	tssA	type VI secretion system protein TssA	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system protein TssA(1)	tssA(1)	1557	1557	1557.00	141	87							pQG3rel01_00259					
g0389_0006	g0389	tssB	type VI secretion system contractile sheath small subunit	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system contractile sheath small subunit(1)	tssB(1)	504	504	504.00	141	88							pQG3rel01_00258					
g0245_0006	g0245	tssC	type VI secretion system contractile sheath large subunit	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system contractile sheath large subunit(1)	tssC(1)	1476	1476	1476.00	141	89							pQG3rel01_00257					
g0437_0006	g0437	tssE	type VI secretion system baseplate subunit TssE	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system baseplate subunit TssE(1)	tssE(1)	414	414	414.00	141	90							pQG3rel01_00256					
g0230_0006	g0230	tssF	type VI secretion system baseplate subunit TssF	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system baseplate subunit TssF(1)	tssF(1)	1788	1788	1788.00	141	91							pQG3rel01_00255					
g0290_0006	g0290	tssG	type VI secretion system baseplate subunit TssG	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system baseplate subunit TssG(1)	tssG(1)	1008	1008	1008.00	141	92							pQG3rel01_00254					
g0221_0006	g0221	tssH	type VI secretion system ATPase TssH	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system ATPase TssH(1)	tssH(1)	2649	2649	2649.00	141	93							pQG3rel01_00253					
g0239_0006	g0239	NA	Sigma-54-dependent Fis family transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Sigma-54-dependent Fis family transcriptional regulator(1)	NA(1)	1608	1608	1608.00	141	94							pQG3rel01_00252					
g0650_0006	g0650	NA	Type VI secretion protein	98	1	1	1	1	1	0	0	0	0	1	Type VI secretion protein(1)	NA(1)	141	141	141.00	141	95							pQG3rel01_00251					
g0284_0006	g0284	tagH	type VI secretion system-associated FHA domain protein TagH	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system-associated FHA domain protein TagH(1)	tagH(1)	1044	1044	1044.00	141	96							pQG3rel01_00250					
g0394_0006	g0394	tssJ	type VI secretion system lipoprotein TssJ	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system lipoprotein TssJ(1)	tssJ(1)	501	501	501.00	141	97							pQG3rel01_00249					
g0256_0006	g0256	tssK	type VI secretion system baseplate subunit TssK	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system baseplate subunit TssK(1)	tssK(1)	1332	1332	1332.00	141	98							pQG3rel01_00248					
g0311_0006	g0311	icmH	type IVB secretion system protein IcmH/DotU	98	1	1	1	1	1	0	0	0	0	1	type IVB secretion system protein IcmH/DotU(1)	icmH(1)	876	876	876.00	141	99							pQG3rel01_00247					
g0212_0006	g0212	tssM	type VI secretion system membrane subunit TssM	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system membrane subunit TssM(1)	tssM(1)	3540	3540	3540.00	141	100							pQG3rel01_00246					
g0338_0006	g0338	NA	Protein phosphatase	98	1	1	1	1	1	0	0	0	0	1	Protein phosphatase(1)	NA(1)	729	729	729.00	141	101							pQG3rel01_00245					
g0296_0006	g0296	NA	non-specific serine/threonine protein kinase	98	1	1	1	1	1	0	0	0	0	1	non-specific serine/threonine protein kinase(1)	NA(1)	981	981	981.00	141	102							pQG3rel01_00244					
g0605_0006	g0605	NA	DUF456 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF456 domain-containing protein(1)	NA(1)	204	204	204.00	141	103							pQG3rel01_00243					
g0259_0006	g0259	NA	Porin	98	1	1	1	1	1	0	0	0	0	1	Porin(1)	NA(1)	1269	1269	1269.00	141	104							pQG3rel01_00242					
g0248_0006	g0248	atoE	Short chain fatty acids transporter	98	1	1	1	1	1	0	0	0	0	1	Short chain fatty acids transporter(1)	atoE(1)	1431	1431	1431.00	141	105							pQG3rel01_00241					
g0400_0006	g0400	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	483	483	483.00	141	106							pQG3rel01_00240					
g0354_0006	g0354	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	678	678	678.00	141	107							pQG3rel01_00239					
g0553_0006	g0553	NA	PAAR domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	PAAR domain-containing protein(1)	NA(1)	261	261	261.00	141	108							pQG3rel01_00238					
g0335_0006	g0335	NA	DUF1329 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF1329 domain-containing protein(1)	NA(1)	738	738	738.00	141	109							pQG3rel01_00233					
g0371_0006	g0371	NA	LYZ2 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	LYZ2 domain-containing protein(1)	NA(1)	615	615	615.00	141	110							pQG3rel01_00232					
g0218_0006	g0218	NA	Type IV secretion protein Rhs	98	1	1	1	1	1	0	0	0	0	1	Type IV secretion protein Rhs(1)	NA(1)	2754	2754	2754.00	141	111							pQG3rel01_00231					
g0348_0006	g0348	NA	Deoxyribonuclease NucA/NucB	98	1	1	1	1	1	0	0	0	0	1	Deoxyribonuclease NucA/NucB(1)	NA(1)	696	696	696.00	141	112							pQG3rel01_00228					
g0366_0006	g0366	NA	Histidine phosphatase family protein	98	1	1	1	1	1	0	0	0	0	1	Histidine phosphatase family protein(1)	NA(1)	627	627	627.00	141	113							pQG3rel01_00227					
g0466_0006	g0466	NA	DUF697 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF697 domain-containing protein(1)	NA(1)	360	360	360.00	141	114							pQG3rel01_00226					
g0450_0006	g0450	NA	Transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator(1)	NA(1)	384	384	384.00	141	115							pQG3rel01_00225					
g0481_0006	g0481	NA	Nucleic acid-binding protein	98	1	1	1	1	1	0	0	0	0	1	Nucleic acid-binding protein(1)	NA(1)	333	333	333.00	141	116							pQG3rel01_00224					
g0307_0006	g0307	NA	Hydrolase or metal-binding protein	98	1	1	1	1	1	0	0	0	0	1	Hydrolase or metal-binding protein(1)	NA(1)	909	909	909.00	141	117							pQG3rel01_00223					
g0494_0006	g0494	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	321	321	321.00	141	118							pQG3rel01_00222					
g0357_0006	g0357	NA	Putative phage-type endonuclease	98	1	1	1	1	1	0	0	0	0	1	Putative phage-type endonuclease(1)	NA(1)	660	660	660.00	141	119							pQG3rel01_00221					
g0301_0006	g0301	NA	DUF932 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF932 domain-containing protein(1)	NA(1)	969	969	969.00	141	120							pQG3rel01_00220					
g0483_0006	g0483	NA	Gly-zipper-Omp domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Gly-zipper-Omp domain-containing protein(1)	NA(1)	330	330	330.00	141	121							pQG3rel01_00219					
g0407_0006	g0407	NA	DUF4174 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4174 domain-containing protein(1)	NA(1)	456	456	456.00	141	122							pQG3rel01_00218					
g0216_0006	g0216	NA	site-specific DNA-methyltransferase (adenine-specific)	98	1	1	1	1	1	0	0	0	0	1	site-specific DNA-methyltransferase (adenine-specific)(1)	NA(1)	2997	2997	2997.00	141	123							pQG3rel01_00217					
g0329_0006	g0329	NA	MH2 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	MH2 domain-containing protein(1)	NA(1)	762	762	762.00	141	124							pQG3rel01_00216					
g0602_0006	g0602	NA	Small CPxCG-related zinc finger protein	98	1	1	1	1	1	0	0	0	0	1	Small CPxCG-related zinc finger protein(1)	NA(1)	210	210	210.00	141	125							pQG3rel01_00215					
g0418_0006	g0418	NA	Tetratricopeptide repeat protein	98	1	1	1	1	1	0	0	0	0	1	Tetratricopeptide repeat protein(1)	NA(1)	438	438	438.00	141	126							pQG3rel01_00208					
g0448_0006	g0448	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	390	390	390.00	141	127							pQG3rel01_00206					
g0393_0006	g0393	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	501	501	501.00	141	128							pQG3rel01_00205					
g0255_0006	g0255	NA	PepX-C domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	PepX-C domain-containing protein(1)	NA(1)	1338	1338	1338.00	141	129							pQG3rel01_00204					
g0271_0006	g0271	yfcC	YfcC family protein	98	1	1	1	1	1	0	0	0	0	1	YfcC family protein(1)	yfcC(1)	1149	1149	1149.00	141	130							pQG3rel01_00203					
g0561_0006	g0561	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	255	255	255.00	141	131							pQG3rel01_00202					
g0298_0006	g0298	lysR	LysR family transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	LysR family transcriptional regulator(1)	lysR(1)	975	975	975.00	141	132							pQG3rel01_00201					
g0265_0006	g0265	oprD	Outer membrane porin%2C OprD family	98	1	1	1	1	1	0	0	0	0	1	Outer membrane porin%2C OprD family(1)	oprD(1)	1224	1224	1224.00	141	133							pQG3rel01_00200					
g0224_0006	g0224	katG	catalase/peroxidase HPI	98	1	1	1	1	1	0	0	0	0	1	catalase/peroxidase HPI(1)	katG(1)	2235	2235	2235.00	141	134							pQG3rel01_00199					
g0294_0006	g0294	NA	HTH lysR-type domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	HTH lysR-type domain-containing protein(1)	NA(1)	987	987	987.00	141	135							pQG3rel01_00198					
g0660_0006	g0660	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	123	123	123.00	141	136							pQG3rel01_00197					
g0381_0006	g0381	NA	transposase	98	1	1	1	1	1	0	0	0	0	1	transposase(1)	NA(1)	537	537	537.00	141	137							pQG3rel01_00195					
g0404_0006	g0404	NA	DDE-Tnp-1 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DDE-Tnp-1 domain-containing protein(1)	NA(1)	465	465	465.00	141	138							pQG3rel01_00194					
g0226_0006	g0226	NA	Integrase catalytic domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Integrase catalytic domain-containing protein(1)	NA(1)	2088	2088	2088.00	142	1												pQG3rel06_00081
g0339_0006	g0339	NA	AAA family ATPase	98	1	1	1	1	1	0	0	0	0	1	AAA family ATPase(1)	NA(1)	723	723	723.00	142	2												pQG3rel06_00082
g0362_0006	g0362	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	645	645	645.00	142	3												pQG3rel06_00083
g0497_0006	g0497	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	318	318	318.00	142	4												pQG3rel06_00084
g0392_0006	g0392	NA	Nucleotidyltransferase	98	1	1	1	1	1	0	0	0	0	1	Nucleotidyltransferase(1)	NA(1)	504	504	504.00	142	5												pQG3rel06_00085
g0551_0006	g0551	fliQ	Flagellar biosynthetic protein FliQ	98	1	1	1	1	1	0	0	0	0	1	Flagellar biosynthetic protein FliQ(1)	fliQ(1)	264	264	264.00	142	6												pQG3rel06_00086
g0332_0006	g0332	NA	Type III secretion protein	98	1	1	1	1	1	0	0	0	0	1	Type III secretion protein(1)	NA(1)	741	741	741.00	142	7												pQG3rel06_00087
g0279_0006	g0279	flhB	Flagellar biosynthetic protein FlhB	98	1	1	1	1	1	0	0	0	0	1	Flagellar biosynthetic protein FlhB(1)	flhB(1)	1077	1077	1077.00	142	8												pQG3rel06_00088
g0227_0006	g0227	flhA	Flagellar biosynthesis protein FlhA	98	1	1	1	1	1	0	0	0	0	1	Flagellar biosynthesis protein FlhA(1)	flhA(1)	2085	2085	2085.00	142	9												pQG3rel06_00089
g0343_0006	g0343	NA	Flagellar basal body protein	98	1	1	1	1	1	0	0	0	0	1	Flagellar basal body protein(1)	NA(1)	711	711	711.00	142	10												pQG3rel06_00090
g0325_0006	g0325	flgG	Flagellar basal-body rod protein FlgG	98	1	1	1	1	1	0	0	0	0	1	Flagellar basal-body rod protein FlgG(1)	flgG(1)	774	774	774.00	142	11												pQG3rel06_00091
g0344_0006	g0344	flgA	flagellar basal body P-ring formation chaperone FlgA	98	1	1	1	1	1	0	0	0	0	1	flagellar basal body P-ring formation chaperone FlgA(1)	flgA(1)	708	708	708.00	142	12												pQG3rel06_00092
g0375_0006	g0375	flgH	Flagellar L-ring protein FlgH	98	1	1	1	1	1	0	0	0	0	1	Flagellar L-ring protein FlgH(1)	flgH(1)	576	576	576.00	142	13												pQG3rel06_00093
g0275_0006	g0275	NA	Flagellar P-ring protein	98	1	1	1	1	1	0	0	0	0	1	Flagellar P-ring protein(1)	NA(1)	1107	1107	1107.00	142	14												pQG3rel06_00094
g0454_0006	g0454	flgB	Flagellar basal body rod protein FlgB	98	1	1	1	1	1	0	0	0	0	1	Flagellar basal body rod protein FlgB(1)	flgB(1)	378	378	378.00	142	15												pQG3rel06_00095
g0544_0006	g0544	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	270	270	270.00	142	16												pQG3rel06_00096
g0442_0006	g0442	flgC	Flagellar basal-body rod protein FlgC	98	1	1	1	1	1	0	0	0	0	1	Flagellar basal-body rod protein FlgC(1)	flgC(1)	402	402	402.00	142	17												pQG3rel06_00097
g0516_0006	g0516	fliE	Flagellar hook-basal body complex protein FliE	98	1	1	1	1	1	0	0	0	0	1	Flagellar hook-basal body complex protein FliE(1)	fliE(1)	300	300	300.00	142	18												pQG3rel06_00098
g0252_0006	g0252	NA	Flagellar M-ring protein	98	1	1	1	1	1	0	0	0	0	1	Flagellar M-ring protein(1)	NA(1)	1380	1380	1380.00	142	19												pQG3rel06_00099
g0423_0006	g0423	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	435	435	435.00	142	20												pQG3rel06_00100
g0333_0006	g0333	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	741	741	741.00	142	21												pQG3rel06_00101
g0254_0006	g0254	NA	protein-secreting ATPase	98	1	1	1	1	1	0	0	0	0	1	protein-secreting ATPase(1)	NA(1)	1344	1344	1344.00	142	22												pQG3rel06_00102
g0425_0006	g0425	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	432	432	432.00	142	23												pQG3rel06_00103
g0341_0006	g0341	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	717	717	717.00	142	24												pQG3rel06_00104
g0434_0006	g0434	flgD	Basal-body rod modification protein FlgD	98	1	1	1	1	1	0	0	0	0	1	Basal-body rod modification protein FlgD(1)	flgD(1)	417	417	417.00	142	25												pQG3rel06_00105
g0270_0006	g0270	flgF	Flagellar basal-body rod protein FlgF	98	1	1	1	1	1	0	0	0	0	1	Flagellar basal-body rod protein FlgF(1)	flgF(1)	1170	1170	1170.00	142	26												pQG3rel06_00106
g0334_0006	g0334	NA	FliM/FliN family flagellar motor switch protein	98	1	1	1	1	1	0	0	0	0	1	FliM/FliN family flagellar motor switch protein(1)	NA(1)	741	741	741.00	142	27												pQG3rel06_00107
g0510_0006	g0510	NA	FliMN-C domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	FliMN-C domain-containing protein(1)	NA(1)	306	306	306.00	142	28												pQG3rel06_00108
g0456_0006	g0456	fliO	Flagellar biosynthesis protein%2C FliO	98	1	1	1	1	1	0	0	0	0	1	Flagellar biosynthesis protein%2C FliO(1)	fliO(1)	372	372	372.00	142	29												pQG3rel06_00109
g0342_0006	g0342	fliP	Flagellar biosynthetic protein FliP	98	1	1	1	1	1	0	0	0	0	1	Flagellar biosynthetic protein FliP(1)	fliP(1)	717	717	717.00	142	30												pQG3rel06_00110
g0351_0006	g0351	fliA	RNA polymerase sigma factor FliA	98	1	1	1	1	1	0	0	0	0	1	RNA polymerase sigma factor FliA(1)	fliA(1)	687	687	687.00	142	31												pQG3rel06_00111
g0581_0006	g0581	NA	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	98	1	1	1	1	1	0	0	0	0	1	Phosphoribosylaminoimidazolesuccinocarboxamide synthase(1)	NA(1)	237	237	237.00	142	32												pQG3rel06_00112
g0414_0006	g0414	NA	Methylcobamide--CoM methyltransferase	98	1	1	1	1	1	0	0	0	0	1	Methylcobamide--CoM methyltransferase(1)	NA(1)	444	444	444.00	142	33												pQG3rel06_00113
g0207_0006	g0207	lysM	LysM domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	LysM domain-containing protein(1)	lysM(1)	10827	10827	10827.00	142	34												pQG3rel06_00114
g0261_0006	g0261	NA	TPR-REGION domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	TPR-REGION domain-containing protein(1)	NA(1)	1251	1251	1251.00	142	35												pQG3rel06_00116
g0379_0006	g0379	NA	TPR-REGION domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	TPR-REGION domain-containing protein(1)	NA(1)	561	561	561.00	142	36												pQG3rel06_00117
g0455_0006	g0455	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	375	375	375.00	142	37												pQG3rel06_00118
g0355_0006	g0355	gmtX	gamma-mobile-trio protein GmtX	98	1	1	1	1	1	0	0	0	0	1	gamma-mobile-trio protein GmtX(1)	gmtX(1)	666	666	666.00	143	1								pQG3rel02_00128				
g0222_0006	g0222	NA	VPA1269 family protein	98	1	1	1	1	1	0	0	0	0	1	VPA1269 family protein(1)	NA(1)	2562	2562	2562.00	143	2								pQG3rel02_00129				
g0250_0006	g0250	gmtY	gamma-mobile-trio recombinase GmtY	98	1	1	1	1	1	0	0	0	0	1	gamma-mobile-trio recombinase GmtY(1)	gmtY(1)	1398	1398	1398.00	143	3								pQG3rel02_00130				
g0211_0006	g0211	NA	C80 family cysteine peptidase	98	1	1	1	1	1	0	0	0	0	1	C80 family cysteine peptidase(1)	NA(1)	3843	3843	3843.00	143	4								pQG3rel02_00131				
g0559_0006	g0559	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	258	258	258.00	143	5								pQG3rel02_00132				
g0506_0006	g0506	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	309	309	309.00	143	6								pQG3rel02_00133				
g0621_0006	g0621	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	180	180	180.00	143	7								pQG3rel02_00134				
g0208_0006	g0208	hopA1	T3SS effector HopA1 family protein	98	1	1	1	1	1	0	0	0	0	1	T3SS effector HopA1 family protein(1)	hopA1(1)	6993	6993	6993.00	143	8								pQG3rel02_00135				
g0492_0006	g0492	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	324	324	324.00	143	9								pQG3rel02_00136				
g0648_0006	g0648	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	150	150	150.00	143	10								pQG3rel02_00137				
g0417_0006	g0417	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	441	441	441.00	143	11								pQG3rel02_00138				
g0403_0006	g0403	NA	sn-glycerol-3-phosphate transporter	98	1	1	1	1	1	0	0	0	0	1	sn-glycerol-3-phosphate transporter(1)	NA(1)	477	477	477.00	143	12								pQG3rel02_00139				
g0411_0006	g0411	NA	response regulator	98	1	1	1	1	1	0	0	0	0	1	response regulator(1)	NA(1)	447	447	447.00	143	13								pQG3rel02_00140				
g0368_0006	g0368	NA	response regulator transcription factor	98	1	1	1	1	1	0	0	0	0	1	response regulator transcription factor(1)	NA(1)	627	627	627.00	143	14								pQG3rel02_00141				
g0435_0006	g0435	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	417	417	417.00	143	15								pQG3rel02_00142				
g0566_0006	g0566	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	255	255	255.00	143	16								pQG3rel02_00143				
g0336_0006	g0336	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	738	738	738.00	143	17								pQG3rel02_00144				
g0507_0006	g0507	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	309	309	309.00	143	18								pQG3rel02_00145				
g0217_0006	g0217	NA	hemagglutinin repeat-containing protein	98	1	1	1	1	1	0	0	0	0	1	hemagglutinin repeat-containing protein(1)	NA(1)	2994	2994	2994.00	143	19								pQG3rel02_00146				
g0531_0006	g0531	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	285	285	285.00	143	20								pQG3rel02_00147				
g0310_0006	g0310	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	897	897	897.00	143	21								pQG3rel02_00148				
g0646_0006	g0646	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	156	156	156.00	143	22								pQG3rel02_00149				
g0399_0006	g0399	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	492	492	492.00	143	23								pQG3rel02_00150				
g0331_0006	g0331	istB	IS21-like element helper ATPase IstB	98	1	1	1	1	1	0	0	0	0	1	IS21-like element helper ATPase IstB(1)	istB(1)	744	744	744.00	144	1							pQG3rel01_00052					
g0242_0006	g0242	istA	IS21 family transposase	98	1	1	1	1	1	0	0	0	0	1	IS21 family transposase(1)	istA(1)	1551	1551	1551.00	144	2							pQG3rel01_00053					
g0515_0006	g0515	NA	DNA-binding protein	98	1	1	1	1	1	0	0	0	0	1	DNA-binding protein(1)	NA(1)	300	300	300.00	144	3							pQG3rel01_00054					
g0433_0006	g0433	NA	Pox-D5 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Pox-D5 domain-containing protein(1)	NA(1)	417	417	417.00	144	4							pQG3rel01_00055					
g0373_0006	g0373	NA	Amidohydrolase	98	1	1	1	1	1	0	0	0	0	1	Amidohydrolase(1)	NA(1)	585	585	585.00	144	5							pQG3rel01_00057					
g0297_0006	g0297	NA	DUF4379 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4379 domain-containing protein(1)	NA(1)	975	975	975.00	144	6							pQG3rel01_00058					
g0464_0006	g0464	NA	Immunity protein 22	98	1	1	1	1	1	0	0	0	0	1	Immunity protein 22(1)	NA(1)	360	360	360.00	144	7							pQG3rel01_00059					
g0210_0006	g0210	NA	Type IV secretion protein Rhs	98	1	1	1	1	1	0	0	0	0	1	Type IV secretion protein Rhs(1)	NA(1)	4221	4221	4221.00	144	8							pQG3rel01_00060					
g0409_0006	g0409	NA	DUF1795 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF1795 domain-containing protein(1)	NA(1)	450	450	450.00	144	9							pQG3rel01_00061					
g0575_0006	g0575	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	243	243	243.00	145	1							pQG3rel01_00027					
g0640_0006	g0640	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	159	159	159.00	145	2							pQG3rel01_00028					
g0587_0006	g0587	NA	Transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator(1)	NA(1)	231	231	231.00	145	3							pQG3rel01_00029					
g0382_0006	g0382	NA	DUF2924 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF2924 domain-containing protein(1)	NA(1)	534	534	534.00	145	4							pQG3rel01_00030					
g0234_0006	g0234	NA	DUF4145 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4145 domain-containing protein(1)	NA(1)	1710	1710	1710.00	145	5							pQG3rel01_00031					
g0330_0006	g0330	marR	MarR family transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	MarR family transcriptional regulator(1)	marR(1)	756	756	756.00	145	6							pQG3rel01_00032					
g0345_0006	g0345	NA	Nucleotidyltransferase AbiEii toxin of type IV toxin-antitoxin system	98	1	1	1	1	1	0	0	0	0	1	Nucleotidyltransferase AbiEii toxin of type IV toxin-antitoxin system(1)	NA(1)	705	705	705.00	145	7							pQG3rel01_00033					
g0352_0006	g0352	NA	Serine/threonine protein phosphatase	98	1	1	1	1	1	0	0	0	0	1	Serine/threonine protein phosphatase(1)	NA(1)	684	684	684.00	145	8							pQG3rel01_00034					
