allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d
g0373_0006	g0373	NA	Putative transmembrane protein	98	1	8	1	1	1	0	0	0	0	8	Putative transmembrane protein(8)	NA(8)	663	663	663.00	18	7	pQBR103_00186		pQBR11d_00202	pQBR124_00185	pQBR4_00209	pQBR43_00228			pQBR49_00228	pQBR5_00185	pQBR50d_00185
g0600_0006	g0600	NA	CheW-like domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	CheW-like domain-containing protein(8)	NA(8)	237	237	237.00	18	8	pQBR103_00187		pQBR11d_00203	pQBR124_00186	pQBR4_00210	pQBR43_00229			pQBR49_00229	pQBR5_00186	pQBR50d_00186
g0409_0006	g0409	NA	CxC5 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	CxC5 domain-containing protein(8)	NA(8)	576	576	576.00	18	9	pQBR103_00188		pQBR11d_00204	pQBR124_00187	pQBR4_00211	pQBR43_00230			pQBR49_00230	pQBR5_00187	pQBR50d_00187
g0332_0006	g0332	NA	Alpha/beta hydrolase	98	1	8	1	1	1	0	0	0	0	8	Alpha/beta hydrolase(8)	NA(8)	810	810	810.00	18	10	pQBR103_00189		pQBR11d_00205	pQBR124_00188	pQBR4_00212	pQBR43_00231			pQBR49_00231	pQBR5_00188	pQBR50d_00188
g0218_0006	g0218	NA	Autotransporter domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	Autotransporter domain-containing protein(8)	NA(8)	2601	2601	2601.00	18	11	pQBR103_00190		pQBR11d_00206	pQBR124_00189	pQBR4_00213	pQBR43_00232			pQBR49_00232	pQBR5_00189	pQBR50d_00189
g0328_0006	g0328	NA	HTH psq-type domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	HTH psq-type domain-containing protein(8)	NA(8)	852	852	852.00	18	12	pQBR103_00191		pQBR11d_00207	pQBR124_00190	pQBR4_00214	pQBR43_00233			pQBR49_00233	pQBR5_00190	pQBR50d_00190
g0223_0006	g0223	NA	VWFA domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	VWFA domain-containing protein(8)	NA(8)	2151	2151	2151.00	18	13	pQBR103_00192		pQBR11d_00208	pQBR124_00191	pQBR4_00215	pQBR43_00234			pQBR49_00234	pQBR5_00191	pQBR50d_00191
g0417_0006	g0417	NA	RNA-binding protein	98	1	8	1	1	1	0	0	0	0	8	RNA-binding protein(8)	NA(8)	534	534	534.00	18	14	pQBR103_00193		pQBR11d_00209	pQBR124_00192	pQBR4_00216	pQBR43_00235			pQBR49_00235	pQBR5_00192	pQBR50d_00192
g0480_0006	g0480	NA	GCR1-C domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	GCR1-C domain-containing protein(8)	NA(8)	426	426	426.00	18	15	pQBR103_00194		pQBR11d_00210	pQBR124_00193	pQBR4_00217	pQBR43_00236			pQBR49_00236	pQBR5_00193	pQBR50d_00193
g0518_0006	g0518	NA	Peptidyl-prolyl cis-trans isomerase	98	1	8	1	1	1	0	0	0	0	8	Peptidyl-prolyl cis-trans isomerase(8)	NA(8)	357	357	357.00	18	16	pQBR103_00195		pQBR11d_00211	pQBR124_00194	pQBR4_00218	pQBR43_00237			pQBR49_00237	pQBR5_00194	pQBR50d_00194
g0604_0006	g0604	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	234	234	234.00	18	17	pQBR103_00196		pQBR11d_00212	pQBR124_00195	pQBR4_00219	pQBR43_00238			pQBR49_00238	pQBR5_00195	pQBR50d_00195
g0264_0006	g0264	NA	PLD phosphodiesterase domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	PLD phosphodiesterase domain-containing protein(8)	NA(8)	1272	1272	1272.00	18	18	pQBR103_00197		pQBR11d_00213	pQBR124_00196	pQBR4_00220	pQBR43_00239			pQBR49_00239	pQBR5_00196	pQBR50d_00196
g0288_0006	g0288	NA	DUF1963 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DUF1963 domain-containing protein(8)	NA(8)	1119	1119	1119.00	18	19	pQBR103_00198		pQBR11d_00214	pQBR124_00197	pQBR4_00221	pQBR43_00240			pQBR49_00240	pQBR5_00197	pQBR50d_00197
g0370_0006	g0370	NA	Octopine-DH domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	Octopine-DH domain-containing protein(8)	NA(8)	669	669	669.00	18	20	pQBR103_00199		pQBR11d_00215	pQBR124_00198	pQBR4_00222	pQBR43_00241			pQBR49_00241	pQBR5_00198	pQBR50d_00198
g0642_0006	g0642	NA	Transposase	98	1	8	1	1	1	0	0	0	0	8	Transposase(8)	NA(8)	171	171	171.00	18	21	pQBR103_00200		pQBR11d_00216	pQBR124_00199	pQBR4_00223	pQBR43_00242			pQBR49_00242	pQBR5_00199	pQBR50d_00199
g0270_0006	g0270	NA	DUF3800 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DUF3800 domain-containing protein(8)	NA(8)	1245	1245	1245.00	18	22	pQBR103_00201		pQBR11d_00217	pQBR124_00200	pQBR4_00224	pQBR43_00243			pQBR49_00243	pQBR5_00200	pQBR50d_00200
g0487_0006	g0487	NA	Interferon alpha inducible protein 27 like 1	98	1	8	1	1	1	0	0	0	0	8	Interferon alpha inducible protein 27 like 1(8)	NA(8)	414	414	414.00	18	23	pQBR103_00202		pQBR11d_00218	pQBR124_00201	pQBR4_00225	pQBR43_00244			pQBR49_00244	pQBR5_00201	pQBR50d_00201
g0568_0006	g0568	NA	Regulatory protein	98	1	8	1	1	1	0	0	0	0	8	Regulatory protein(8)	NA(8)	300	300	300.00	18	24	pQBR103_00203		pQBR11d_00219	pQBR124_00202	pQBR4_00226	pQBR43_00245			pQBR49_00245	pQBR5_00202	pQBR50d_00202
g0265_0006	g0265	NA	RNase NYN domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	RNase NYN domain-containing protein(8)	NA(8)	1269	1269	1269.00	18	25	pQBR103_00204		pQBR11d_00220	pQBR124_00203	pQBR4_00227	pQBR43_00246			pQBR49_00246	pQBR5_00203	pQBR50d_00203
g0112_1_0017	g0112_1	NA	NAD-dependent protein deacylase	98	1	8	1	1	1	0	0	0	0	8	NAD-dependent protein deacylase(8)	NA(8)	762	762	762.00	18	26	pQBR103_00205		pQBR11d_00221	pQBR124_00204	pQBR4_00228	pQBR43_00247			pQBR49_00247	pQBR5_00204	pQBR50d_00204
g0405_0006	g0405	NA	TPR-REGION domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	TPR-REGION domain-containing protein(8)	NA(8)	408	597	431.62	18	27	pQBR103_00206		pQBR11d_00222	pQBR124_00205	pQBR4_00229	pQBR43_00248			pQBR49_00248	pQBR5_00205	pQBR50d_00205
g0301_0006	g0301	yejK	nucleoid-associated protein YejK	98	1	8	1	1	1	0	0	0	0	8	nucleoid-associated protein YejK(8)	yejK(8)	1014	1014	1014.00	18	28	pQBR103_00207		pQBR11d_00223	pQBR124_00206	pQBR4_00230	pQBR43_00249			pQBR49_00249	pQBR5_00206	pQBR50d_00206
g0559_0006	g0559	NA	Transcriptional regulator	98	1	8	1	1	1	0	0	0	0	8	Transcriptional regulator(8)	NA(8)	306	306	306.00	18	29	pQBR103_00208		pQBR11d_00224	pQBR124_00207	pQBR4_00231	pQBR43_00250			pQBR49_00250	pQBR5_00207	pQBR50d_00207
g0548_0006	g0548	NA	TRAP transporter large permease subunit	98	1	8	1	1	1	0	0	0	0	8	TRAP transporter large permease subunit(8)	NA(8)	315	315	315.00	18	30	pQBR103_00209		pQBR11d_00225	pQBR124_00208	pQBR4_00232	pQBR43_00251			pQBR49_00251	pQBR5_00208	pQBR50d_00208
g0230_0006	g0230	NA	Restriction endonuclease subunit S	98	1	8	1	1	1	0	0	0	0	8	Restriction endonuclease subunit S(8)	NA(8)	1926	1926	1926.00	18	31	pQBR103_00210		pQBR11d_00226	pQBR124_00209	pQBR4_00233	pQBR43_00252			pQBR49_00252	pQBR5_00209	pQBR50d_00209
g0139_2_0012	g0139_2	NA	Putative pilin-related protein	98	1	8	1	1	1	0	0	0	0	8	Putative pilin-related protein(8)	NA(8)	855	855	855.00	18	32	pQBR103_00211		pQBR11d_00227	pQBR124_00210	pQBR4_00234	pQBR43_00253			pQBR49_00253	pQBR5_00210	pQBR50d_00210
g0128_2_0012	g0128_2	NA	Invasin	98	1	8	1	1	1	0	0	0	0	8	Invasin(8)	NA(8)	1011	1011	1011.00	18	33	pQBR103_00212		pQBR11d_00228	pQBR124_00211	pQBR4_00235	pQBR43_00254			pQBR49_00254	pQBR5_00211	pQBR50d_00211
g0472_0006	g0472	NA	Peptidase-S24 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	Peptidase-S24 domain-containing protein(8)	NA(8)	432	432	432.00	18	34	pQBR103_00213		pQBR11d_00229	pQBR124_00212	pQBR4_00236	pQBR43_00255			pQBR49_00255	pQBR5_00212	pQBR50d_00212
g0263_0006	g0263	umuC	UmuC domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	UmuC domain-containing protein(8)	umuC(8)	1281	1281	1281.00	18	35	pQBR103_00214		pQBR11d_00230	pQBR124_00213	pQBR4_00237	pQBR43_00256			pQBR49_00256	pQBR5_00213	pQBR50d_00213
g0628_0006	g0628	abrB	AbrB family transcriptional regulator	98	1	8	1	1	1	0	0	0	0	8	AbrB family transcriptional regulator(8)	abrB(8)	198	198	198.00	18	36	pQBR103_00215		pQBR11d_00231	pQBR124_00214	pQBR4_00238	pQBR43_00257			pQBR49_00257	pQBR5_00214	pQBR50d_00214
g0624_0006	g0624	NA	Transposase	98	1	8	1	1	1	0	0	0	0	8	Transposase(8)	NA(8)	204	204	204.00	18	37	pQBR103_00216		pQBR11d_00232	pQBR124_00215	pQBR4_00239	pQBR43_00258			pQBR49_00258	pQBR5_00215	pQBR50d_00215
g0632_0006	g0632	NA	Conserved membrane protein	98	1	8	1	1	1	0	0	0	0	8	Conserved membrane protein(8)	NA(8)	192	192	192.00	18	38	pQBR103_00217		pQBR11d_00233	pQBR124_00216	pQBR4_00240	pQBR43_00259			pQBR49_00259	pQBR5_00216	pQBR50d_00216
g0650_0006	g0650	NA	DNA-binding protein	98	1	8	1	1	1	0	0	0	0	8	DNA-binding protein(8)	NA(8)	138	138	138.00	18	39	pQBR103_00218		pQBR11d_00234	pQBR124_00217	pQBR4_00241	pQBR43_00260			pQBR49_00260	pQBR5_00217	pQBR50d_00217
g0531_0006	g0531	NA	Arginine--tRNA ligase	98	1	8	1	1	1	0	0	0	0	8	Arginine--tRNA ligase(8)	NA(8)	336	336	336.00	18	40	pQBR103_00219		pQBR11d_00235	pQBR124_00218	pQBR4_00242	pQBR43_00261			pQBR49_00261	pQBR5_00218	pQBR50d_00218
g0465_0006	g0465	NA	SLT domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	SLT domain-containing protein(8)	NA(8)	456	456	456.00	18	41	pQBR103_00220		pQBR11d_00236	pQBR124_00219	pQBR4_00243	pQBR43_00262			pQBR49_00262	pQBR5_00219	pQBR50d_00219
g0594_0006	g0594	NA	Zinc-finger	98	1	8	1	1	1	0	0	0	0	8	Zinc-finger(8)	NA(8)	252	252	252.00	18	42	pQBR103_00221		pQBR11d_00237	pQBR124_00220	pQBR4_00244	pQBR43_00263			pQBR49_00263	pQBR5_00220	pQBR50d_00220
g0635_0006	g0635	NA	Type III secretion effector protein	98	1	8	1	1	1	0	0	0	0	8	Type III secretion effector protein(8)	NA(8)	186	186	186.00	18	43	pQBR103_00222		pQBR11d_00238	pQBR124_00221	pQBR4_00245	pQBR43_00264			pQBR49_00264	pQBR5_00221	pQBR50d_00221
g0519_0006	g0519	NA	DUF2793 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DUF2793 domain-containing protein(8)	NA(8)	357	357	357.00	18	44	pQBR103_00223		pQBR11d_00239	pQBR124_00222	pQBR4_00246	pQBR43_00265			pQBR49_00265	pQBR5_00222	pQBR50d_00222
g0475_0006	g0475	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	429	429	429.00	18	45	pQBR103_00224		pQBR11d_00240	pQBR124_00223	pQBR4_00247	pQBR43_00266			pQBR49_00266	pQBR5_00223	pQBR50d_00223
g0388_0006	g0388	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	636	636	636.00	18	46	pQBR103_00225		pQBR11d_00241	pQBR124_00224	pQBR4_00248	pQBR43_00267			pQBR49_00267	pQBR5_00224	pQBR50d_00224
g0601_0006	g0601	NA	DNA-damage-inducible protein J	98	1	8	1	1	1	0	0	0	0	8	DNA-damage-inducible protein J(8)	NA(8)	237	237	237.00	18	47	pQBR103_00226		pQBR11d_00242	pQBR124_00225	pQBR4_00249	pQBR43_00268			pQBR49_00268	pQBR5_00225	pQBR50d_00225
g0545_0006	g0545	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	318	318	318.00	18	48	pQBR103_00227		pQBR11d_00243	pQBR124_00226	pQBR4_00250	pQBR43_00269			pQBR49_00269	pQBR5_00226	pQBR50d_00226
g0374_0006	g0374	NA	VWFA domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	VWFA domain-containing protein(8)	NA(8)	663	663	663.00	18	49	pQBR103_00229		pQBR11d_00245	pQBR124_00228	pQBR4_00252	pQBR43_00271			pQBR49_00271	pQBR5_00228	pQBR50d_00228
g0348_0006	g0348	NA	Protein phosphatase 2C domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	Protein phosphatase 2C domain-containing protein(8)	NA(8)	735	735	735.00	18	50	pQBR103_00230		pQBR11d_00246	pQBR124_00229	pQBR4_00253	pQBR43_00272			pQBR49_00272	pQBR5_00229	pQBR50d_00229
g0228_0006	g0228	NA	Protein kinase domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	Protein kinase domain-containing protein(8)	NA(8)	1944	1944	1944.00	18	51	pQBR103_00231		pQBR11d_00247	pQBR124_00230	pQBR4_00254	pQBR43_00273			pQBR49_00273	pQBR5_00230	pQBR50d_00230
g0427_0006	g0427	NA	ABC2-membrane domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	ABC2-membrane domain-containing protein(8)	NA(8)	462	516	468.75	18	52	pQBR103_00232		pQBR11d_00248	pQBR124_00231	pQBR4_00255	pQBR43_00274			pQBR49_00274	pQBR5_00231	pQBR50d_00231
g0392_0006	g0392	rnhB	ribonuclease HII	98	1	8	1	1	1	0	0	0	0	8	ribonuclease HII(8)	rnhB(8)	627	627	627.00	18	53	pQBR103_00233		pQBR11d_00249	pQBR124_00232	pQBR4_00256	pQBR43_00275			pQBR49_00275	pQBR5_00232	pQBR50d_00232
g0378_0006	g0378	NA	SMI1/KNR4 family protein	98	1	8	1	1	1	0	0	0	0	8	SMI1/KNR4 family protein(8)	NA(8)	657	657	657.00	18	54	pQBR103_00234		pQBR11d_00250	pQBR124_00233	pQBR4_00257	pQBR43_00276			pQBR49_00276	pQBR5_00233	pQBR50d_00233
g0569_0006	g0569	NA	Putative exported protein	98	1	8	1	1	1	0	0	0	0	8	Putative exported protein(8)	NA(8)	300	300	300.00	18	55	pQBR103_00236		pQBR11d_00252	pQBR124_00235	pQBR4_00259	pQBR43_00278			pQBR49_00278	pQBR5_00235	pQBR50d_00235
g0375_0006	g0375	NA	MEDS domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	MEDS domain-containing protein(8)	NA(8)	663	663	663.00	18	56	pQBR103_00237		pQBR11d_00253	pQBR124_00236	pQBR4_00260	pQBR43_00279			pQBR49_00279	pQBR5_00236	pQBR50d_00236
g0484_0006	g0484	dksA	DksA C4-type domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DksA C4-type domain-containing protein(8)	dksA(8)	417	417	417.00	18	57	pQBR103_00238		pQBR11d_00254	pQBR124_00237	pQBR4_00261	pQBR43_00280			pQBR49_00280	pQBR5_00237	pQBR50d_00237
g0520_0006	g0520	NA	DUF3077 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DUF3077 domain-containing protein(8)	NA(8)	357	357	357.00	18	58	pQBR103_00239		pQBR11d_00255	pQBR124_00238	pQBR4_00262	pQBR43_00281			pQBR49_00281	pQBR5_00238	pQBR50d_00238
g0535_0006	g0535	NA	Bacitracin resistance protein	98	1	8	1	1	1	0	0	0	0	8	Bacitracin resistance protein(8)	NA(8)	330	330	330.00	18	59	pQBR103_00240		pQBR11d_00256	pQBR124_00239	pQBR4_00263	pQBR43_00282			pQBR49_00282	pQBR5_00239	pQBR50d_00239
g0579_0006	g0579	NA	DNA-binding protein HU	98	1	8	1	1	1	0	0	0	0	8	DNA-binding protein HU(8)	NA(8)	279	279	279.00	18	60	pQBR103_00241		pQBR11d_00257	pQBR124_00240	pQBR4_00264	pQBR43_00283			pQBR49_00283	pQBR5_00240	pQBR50d_00240
g0335_0006	g0335	NA	Pirin-C domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	Pirin-C domain-containing protein(8)	NA(8)	798	798	798.00	18	61	pQBR103_00242		pQBR11d_00258	pQBR124_00241	pQBR4_00265	pQBR43_00284			pQBR49_00284	pQBR5_00241	pQBR50d_00241
g0436_0006	g0436	NA	DUF3768 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DUF3768 domain-containing protein(8)	NA(8)	495	495	495.00	18	62	pQBR103_00243		pQBR11d_00259	pQBR124_00242	pQBR4_00266	pQBR43_00285			pQBR49_00285	pQBR5_00242	pQBR50d_00242
g0221_0006	g0221	NA	Putative exodeoxyribonuclease	98	1	8	1	1	1	0	0	0	0	8	Putative exodeoxyribonuclease(8)	NA(8)	2223	2223	2223.00	18	63	pQBR103_00244		pQBR11d_00260	pQBR124_00243	pQBR4_00267	pQBR43_00286			pQBR49_00286	pQBR5_00243	pQBR50d_00243
g0234_0006	g0234	traG	Conjugal transfer protein TraG	98	1	8	1	1	1	0	0	0	0	8	Conjugal transfer protein TraG(8)	traG(8)	1803	1803	1803.00	18	64	pQBR103_00245		pQBR11d_00261	pQBR124_00244	pQBR4_00268	pQBR43_00287			pQBR49_00287	pQBR5_00244	pQBR50d_00244
g0528_0006	g0528	NA	Transmembrane protein	98	1	8	1	1	1	0	0	0	0	8	Transmembrane protein(8)	NA(8)	342	342	342.00	18	65	pQBR103_00246		pQBR11d_00262	pQBR124_00245	pQBR4_00269	pQBR43_00288			pQBR49_00288	pQBR5_00245	pQBR50d_00245
g0524_0006	g0524	NA	Conjugal transfer protein	98	1	8	1	1	1	0	0	0	0	8	Conjugal transfer protein(8)	NA(8)	351	351	351.00	18	66	pQBR103_00247		pQBR11d_00263	pQBR124_00246	pQBR4_00270	pQBR43_00289			pQBR49_00289	pQBR5_00246	pQBR50d_00246
g0476_0006	g0476	NA	TrbC/VirB2 family protein	98	1	8	1	1	1	0	0	0	0	8	TrbC/VirB2 family protein(8)	NA(8)	429	429	429.00	18	67	pQBR103_00248		pQBR11d_00264	pQBR124_00247	pQBR4_00271	pQBR43_00290			pQBR49_00290	pQBR5_00247	pQBR50d_00247
g0499_0006	g0499	NA	Bestrophin-like protein	98	1	8	1	1	1	0	0	0	0	8	Bestrophin-like protein(8)	NA(8)	384	384	384.00	18	68	pQBR103_00249		pQBR11d_00265	pQBR124_00248	pQBR4_00272	pQBR43_00291			pQBR49_00291	pQBR5_00248	pQBR50d_00248
g0390_0006	g0390	NA	Conjugal transfer protein	98	1	8	1	1	1	0	0	0	0	8	Conjugal transfer protein(8)	NA(8)	633	633	633.00	18	69	pQBR103_00250		pQBR11d_00266	pQBR124_00249	pQBR4_00273	pQBR43_00292			pQBR49_00292	pQBR5_00249	pQBR50d_00249
g0338_0006	g0338	traK	Type-F conjugative transfer system secretin TraK	98	1	8	1	1	1	0	0	0	0	8	Type-F conjugative transfer system secretin TraK(8)	traK(8)	795	795	795.00	18	70	pQBR103_00251		pQBR11d_00267	pQBR124_00250	pQBR4_00274	pQBR43_00293			pQBR49_00293	pQBR5_00250	pQBR50d_00250
g0247_0006	g0247	traB	Conjugal transfer protein TraB	98	1	8	1	1	1	0	0	0	0	8	Conjugal transfer protein TraB(8)	traB(8)	1581	1581	1581.00	18	71	pQBR103_00252		pQBR11d_00268	pQBR124_00251	pQBR4_00275	pQBR43_00294			pQBR49_00294	pQBR5_00251	pQBR50d_00251
g0494_0006	g0494	NA	Putative conjugative transfer protein	98	1	8	1	1	1	0	0	0	0	8	Putative conjugative transfer protein(8)	NA(8)	399	399	399.00	18	72	pQBR103_00253		pQBR11d_00269	pQBR124_00252	pQBR4_00276	pQBR43_00295			pQBR49_00295	pQBR5_00252	pQBR50d_00252
g0450_0006	g0450	gspD	Type II secretion system protein GspD	98	1	8	1	1	1	0	0	0	0	8	Type II secretion system protein GspD(8)	gspD(8)	477	477	477.00	18	73	pQBR103_00254		pQBR11d_00270	pQBR124_00253	pQBR4_00277	pQBR43_00296			pQBR49_00296	pQBR5_00253	pQBR50d_00253
g0216_0006	g0216	NA	P-loop-TraG domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	P-loop-TraG domain-containing protein(8)	NA(8)	2883	2883	2883.00	18	74	pQBR103_00255		pQBR11d_00271	pQBR124_00254	pQBR4_00278	pQBR43_00297			pQBR49_00297	pQBR5_00254	pQBR50d_00254
g0502_0006	g0502	NA	Lipoprotein	98	1	8	1	1	1	0	0	0	0	8	Lipoprotein(8)	NA(8)	378	378	378.00	18	75	pQBR103_00256		pQBR11d_00272	pQBR124_00255	pQBR4_00279	pQBR43_00298			pQBR49_00298	pQBR5_00255	pQBR50d_00255
g0126_0005	g0126	lysM	Peptigoglycan-binding protein LysM	95	2	8	1	1	1	0	0	0	0	8	Peptigoglycan-binding protein LysM(8)	lysM(8)	1323	1323	1323.00	18	76	pQBR103_00257		pQBR11d_00273	pQBR124_00256	pQBR4_00280	pQBR43_00299			pQBR49_00299	pQBR5_00256	pQBR50d_00256
g0377_0006	g0377	NA	WLM domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	WLM domain-containing protein(8)	NA(8)	660	660	660.00	18	77	pQBR103_00258		pQBR11d_00274	pQBR124_00257	pQBR4_00281	pQBR43_00300			pQBR49_00300	pQBR5_00257	pQBR50d_00257
g0363_0006	g0363	NA	SLT domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	SLT domain-containing protein(8)	NA(8)	690	690	690.00	18	78	pQBR103_00259		pQBR11d_00275	pQBR124_00258	pQBR4_00282	pQBR43_00301			pQBR49_00301	pQBR5_00258	pQBR50d_00258
g0336_0006	g0336	NA	Sel1 repeat family protein	98	1	8	1	1	1	0	0	0	0	8	Sel1 repeat family protein(8)	NA(8)	798	798	798.00	18	79	pQBR103_00260		pQBR11d_00276	pQBR124_00259	pQBR4_00283	pQBR43_00302			pQBR49_00302	pQBR5_00259	pQBR50d_00259
g0324_0006	g0324	NA	Thioredoxin-like-fold domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	Thioredoxin-like-fold domain-containing protein(8)	NA(8)	882	882	882.00	18	80	pQBR103_00261		pQBR11d_00277	pQBR124_00260	pQBR4_00284	pQBR43_00303			pQBR49_00303	pQBR5_00260	pQBR50d_00260
g0257_0006	g0257	traH	Conjugal transfer protein TraH	98	1	8	1	1	1	0	0	0	0	8	Conjugal transfer protein TraH(8)	traH(8)	1398	1398	1398.00	18	81	pQBR103_00262		pQBR11d_00278	pQBR124_00261	pQBR4_00285	pQBR43_00304			pQBR49_00304	pQBR5_00261	pQBR50d_00261
g0226_0006	g0226	NA	TraG-N domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	TraG-N domain-containing protein(8)	NA(8)	2031	2031	2031.00	18	82	pQBR103_00263		pQBR11d_00279	pQBR124_00262	pQBR4_00286	pQBR43_00305			pQBR49_00305	pQBR5_00262	pQBR50d_00262
g0313_0006	g0313	NA	Lipoprotein	98	1	8	1	1	1	0	0	0	0	8	Lipoprotein(8)	NA(8)	951	951	951.00	18	83	pQBR103_00264		pQBR11d_00280	pQBR124_00263	pQBR4_00287	pQBR43_00306			pQBR49_00306	pQBR5_00263	pQBR50d_00263
g0161_0005	g0161	NA	FAA-hydrolase domain-containing protein	95	2	8	1	1	1	0	0	0	0	8	FAA-hydrolase domain-containing protein(8)	NA(8)	549	549	549.00	18	84	pQBR103_00265		pQBR11d_00281	pQBR124_00264	pQBR4_00288	pQBR43_00307			pQBR49_00307	pQBR5_00264	pQBR50d_00264
g0488_0006	g0488	NA	AsmA-2 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	AsmA-2 domain-containing protein(8)	NA(8)	414	414	414.00	18	85	pQBR103_00266		pQBR11d_00282	pQBR124_00265	pQBR4_00289	pQBR43_00308			pQBR49_00308	pQBR5_00265	pQBR50d_00265
g0591_0006	g0591	NA	DUF3480 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DUF3480 domain-containing protein(8)	NA(8)	261	261	261.00	18	86	pQBR103_00267		pQBR11d_00283	pQBR124_00266	pQBR4_00290	pQBR43_00309			pQBR49_00309	pQBR5_00266	pQBR50d_00266
g0400_0006	g0400	NA	MIF4G domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	MIF4G domain-containing protein(8)	NA(8)	612	612	612.00	18	87	pQBR103_00268		pQBR11d_00284	pQBR124_00267	pQBR4_00291	pQBR43_00310			pQBR49_00310	pQBR5_00267	pQBR50d_00267
g0291_0006	g0291	NA	ALP-N domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	ALP-N domain-containing protein(8)	NA(8)	1071	1071	1071.00	18	88	pQBR103_00269		pQBR11d_00285	pQBR124_00268	pQBR4_00292	pQBR43_00311			pQBR49_00311	pQBR5_00268	pQBR50d_00268
g0299_0006	g0299	NA	Transposase	98	1	8	1	1	1	0	0	0	0	8	Transposase(8)	NA(8)	1017	1017	1017.00	18	89	pQBR103_00270		pQBR11d_00286	pQBR124_00269	pQBR4_00293	pQBR43_00312			pQBR49_00312	pQBR5_00269	pQBR50d_00269
g0445_0006	g0445	NA	HTH-17 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	HTH-17 domain-containing protein(8)	NA(8)	483	483	483.00	18	90	pQBR103_00272		pQBR11d_00288	pQBR124_00271	pQBR4_00295	pQBR43_00314			pQBR49_00313	pQBR5_00271	pQBR50d_00271
g0533_0006	g0533	NA	Reductase	98	1	8	1	1	1	0	0	0	0	8	Reductase(8)	NA(8)	333	333	333.00	18	91	pQBR103_00273		pQBR11d_00289	pQBR124_00272	pQBR4_00296	pQBR43_00315			pQBR49_00314	pQBR5_00272	pQBR50d_00272
g0349_0006	g0349	NA	Sigma-70 family RNA polymerase sigma factor	98	1	8	1	1	1	0	0	0	0	8	Sigma-70 family RNA polymerase sigma factor(8)	NA(8)	732	732	732.00	18	92	pQBR103_00274		pQBR11d_00290	pQBR124_00273	pQBR4_00297	pQBR43_00316			pQBR49_00315	pQBR5_00273	pQBR50d_00273
g0258_0006	g0258	NA	DNA primase	98	1	8	1	1	1	0	0	0	0	8	DNA primase(8)	NA(8)	1389	1389	1389.00	18	93	pQBR103_00275		pQBR11d_00291	pQBR124_00274	pQBR4_00298	pQBR43_00317			pQBR49_00316	pQBR5_00274	pQBR50d_00274
