allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d	pQG1rel01	pQG1rel02	pQG1rel03	pQG1rel04	pQG1rel05	pQG1rel06	pQG1rel07	pQG1rel08	pQG1rel09
g0509_0004	g0509	NA	Conserved domain protein	90	2	20	1	1	1	0	0	0	0	20	Conserved domain protein(20)	NA(20)	348	348	348.00	3	7	pQBR103_00008	pQBR106p_00008	pQBR11d_00009	pQBR124_00008	pQBR4_00008	pQBR43_00008	pQBR44d_00008	pQBR47p_00008	pQBR49_00008	pQBR5_00008	pQBR50d_00008	pQG1rel01_00008	pQG1rel02_00009	pQG1rel03_00009	pQG1rel04_00009	pQG1rel05_00009	pQG1rel06_00009	pQG1rel07_00009	pQG1rel08_00009	pQG1rel09_00009
g0272_0004	g0272	NA	Conserved domain protein	90	3	20	1	1	1	0	0	0	0	20	Conserved domain protein(20)	NA(20)	468	468	468.00	3	8	pQBR103_00009	pQBR106p_00009	pQBR11d_00010	pQBR124_00009	pQBR4_00009	pQBR43_00009	pQBR44d_00009	pQBR47p_00009	pQBR49_00009	pQBR5_00009	pQBR50d_00009	pQG1rel01_00009	pQG1rel02_00010	pQG1rel03_00010	pQG1rel04_00010	pQG1rel05_00010	pQG1rel06_00010	pQG1rel07_00010	pQG1rel08_00010	pQG1rel09_00010
g0082_0004	g0082	NA	DUF1376 domain-containing protein	90	4	20	1	1	1	0	0	0	0	20	DUF1376 domain-containing protein(18):Transposase(2)	NA(20)	780	936	803.40	3	9	pQBR103_00010	pQBR106p_00010	pQBR11d_00011	pQBR124_00010	pQBR4_00010	pQBR43_00010	pQBR44d_00010	pQBR47p_00010	pQBR49_00010	pQBR5_00010	pQBR50d_00010	pQG1rel01_00010	pQG1rel02_00012	pQG1rel03_00012	pQG1rel04_00011	pQG1rel05_00012	pQG1rel06_00011	pQG1rel07_00012	pQG1rel08_00011	pQG1rel09_00012
g0362_0004	g0362	parB	ParB domain-containing protein	90	2	20	1	1	1	0	0	0	0	20	ParB domain-containing protein(20)	parB(20)	1821	1824	1823.40	3	10	pQBR103_00011	pQBR106p_00011	pQBR11d_00012	pQBR124_00011	pQBR4_00011	pQBR43_00011	pQBR44d_00011	pQBR47p_00011	pQBR49_00011	pQBR5_00011	pQBR50d_00011	pQG1rel01_00011	pQG1rel02_00013	pQG1rel03_00013	pQG1rel04_00012	pQG1rel05_00013	pQG1rel06_00012	pQG1rel07_00013	pQG1rel08_00012	pQG1rel09_00013
g0269_0003	g0269	NA	PRTRC system protein E	80	3	20	1	1	1	0	0	0	0	20	PRTRC system protein E(20)	NA(20)	462	474	471.00	3	11	pQBR103_00012	pQBR106p_00012	pQBR11d_00013	pQBR124_00012	pQBR4_00012	pQBR43_00012	pQBR44d_00012	pQBR47p_00012	pQBR49_00012	pQBR5_00012	pQBR50d_00012	pQG1rel01_00012	pQG1rel02_00014	pQG1rel03_00014	pQG1rel04_00013	pQG1rel05_00014	pQG1rel06_00013	pQG1rel07_00014	pQG1rel08_00013	pQG1rel09_00014
g0555_0005	g0555	NA	PRTRC system protein C	95	2	20	1	1	1	0	0	0	0	20	PRTRC system protein C(20)	NA(20)	213	213	213.00	3	12	pQBR103_00013	pQBR106p_00013	pQBR11d_00014	pQBR124_00013	pQBR4_00013	pQBR43_00013	pQBR44d_00013	pQBR47p_00013	pQBR49_00013	pQBR5_00013	pQBR50d_00013	pQG1rel01_00013	pQG1rel02_00015	pQG1rel03_00015	pQG1rel04_00014	pQG1rel05_00015	pQG1rel06_00014	pQG1rel07_00015	pQG1rel08_00014	pQG1rel09_00015
g0192_0004	g0192	NA	Histidine kinase	90	2	20	1	1	1	0	0	0	0	20	Histidine kinase(20)	NA(20)	1455	1467	1466.40	3	13	pQBR103_00014	pQBR106p_00014	pQBR11d_00015	pQBR124_00014	pQBR4_00014	pQBR43_00014	pQBR44d_00014	pQBR47p_00014	pQBR49_00014	pQBR5_00014	pQBR50d_00014	pQG1rel01_00014	pQG1rel02_00016	pQG1rel03_00016	pQG1rel04_00015	pQG1rel05_00016	pQG1rel06_00015	pQG1rel07_00016	pQG1rel08_00015	pQG1rel09_00016
g0432_0004	g0432	NA	PRTRC system protein B	90	2	20	1	1	1	0	0	0	0	20	PRTRC system protein B(20)	NA(20)	699	699	699.00	3	14	pQBR103_00015	pQBR106p_00015	pQBR11d_00016	pQBR124_00015	pQBR4_00015	pQBR43_00015	pQBR44d_00015	pQBR47p_00015	pQBR49_00015	pQBR5_00015	pQBR50d_00015	pQG1rel01_00015	pQG1rel02_00017	pQG1rel03_00017	pQG1rel04_00018	pQG1rel05_00017	pQG1rel06_00016	pQG1rel07_00017	pQG1rel08_00016	pQG1rel09_00017
g0422_0005	g0422	thiF	ThiF domain-containing protein	95	2	20	1	1	1	0	0	0	0	20	ThiF domain-containing protein(20)	thiF(20)	777	777	777.00	3	15	pQBR103_00016	pQBR106p_00016	pQBR11d_00017	pQBR124_00016	pQBR4_00016	pQBR43_00016	pQBR44d_00016	pQBR47p_00016	pQBR49_00016	pQBR5_00016	pQBR50d_00016	pQG1rel01_00016	pQG1rel02_00018	pQG1rel03_00018	pQG1rel04_00019	pQG1rel05_00018	pQG1rel06_00017	pQG1rel07_00018	pQG1rel08_00017	pQG1rel09_00018
g0294_0003	g0294	dsrE	Ferredoxin	80	3	20	1	1	1	0	0	0	0	20	Ferredoxin(15):Sulfur reduction protein DsrE(5)	NA(15):dsrE(5)	297	408	314.85	3	16	pQBR103_00017	pQBR106p_00017	pQBR11d_00018	pQBR124_00017	pQBR4_00017	pQBR43_00017	pQBR44d_00017	pQBR47p_00017	pQBR49_00017	pQBR5_00017	pQBR50d_00017	pQG1rel01_00017	pQG1rel02_00019	pQG1rel03_00019	pQG1rel04_00020	pQG1rel05_00019	pQG1rel06_00018	pQG1rel07_00019	pQG1rel08_00018	pQG1rel09_00019
g0275_0003	g0275	NA	TNase-like domain-containing protein	80	3	20	1	1	1	0	0	0	0	20	TNase-like domain-containing protein(12):Lipoprotein(8)	NA(20)	444	462	454.80	4	1	pQBR103_00445	pQBR106p_00039	pQBR11d_00463	pQBR124_00442	pQBR4_00510	pQBR43_00509	pQBR44d_00061	pQBR47p_00234	pQBR49_00527	pQBR5_00442	pQBR50d_00497	pQG1rel01_00445	pQG1rel02_00371	pQG1rel03_00371	pQG1rel04_00549	pQG1rel05_00458	pQG1rel06_00459	pQG1rel07_00458	pQG1rel08_00493	pQG1rel09_00450
g0498_0004	g0498	NA	Lipoprotein	90	2	20	1	1	1	0	0	0	0	20	Lipoprotein(20)	NA(20)	315	375	321.00	4	2	pQBR103_00446	pQBR106p_00040	pQBR11d_00464	pQBR124_00443	pQBR4_00511	pQBR43_00510	pQBR44d_00062	pQBR47p_00235	pQBR49_00528	pQBR5_00443	pQBR50d_00498	pQG1rel01_00446	pQG1rel02_00372	pQG1rel03_00372	pQG1rel04_00550	pQG1rel05_00459	pQG1rel06_00460	pQG1rel07_00459	pQG1rel08_00494	pQG1rel09_00451
g0490_0002	g0490	NA	Amidohydro-3 domain-containing protein	70	2	20	1	1	1	0	0	0	0	20	Amidohydro-3 domain-containing protein(15):Minor capsid protein(5)	NA(20)	384	384	384.00	4	3	pQBR103_00447	pQBR106p_00041	pQBR11d_00465	pQBR124_00444	pQBR4_00512	pQBR43_00511	pQBR44d_00063	pQBR47p_00236	pQBR49_00529	pQBR5_00444	pQBR50d_00499	pQG1rel01_00447	pQG1rel02_00373	pQG1rel03_00373	pQG1rel04_00551	pQG1rel05_00460	pQG1rel06_00461	pQG1rel07_00460	pQG1rel08_00495	pQG1rel09_00452
g0340_0003	g0340	NA	3-phosphoshikimate 1-carboxyvinyltransferase	80	3	20	1	1	1	0	0	0	0	20	3-phosphoshikimate 1-carboxyvinyltransferase(12):Secreted protein(5):Zinc ABC transporter substrate-binding protein(3)	NA(20)	246	246	246.00	4	4	pQBR103_00448	pQBR106p_00042	pQBR11d_00466	pQBR124_00445	pQBR4_00513	pQBR43_00512	pQBR44d_00064	pQBR47p_00237	pQBR49_00530	pQBR5_00445	pQBR50d_00500	pQG1rel01_00448	pQG1rel02_00374	pQG1rel03_00374	pQG1rel04_00552	pQG1rel05_00461	pQG1rel06_00462	pQG1rel07_00461	pQG1rel08_00496	pQG1rel09_00453
g0116_0003	g0116	NA	PIN domain-containing protein	80	4	20	1	1	1	0	0	0	0	20	PIN domain-containing protein(20)	NA(20)	387	540	524.70	4	5	pQBR103_00449	pQBR106p_00043	pQBR11d_00467	pQBR124_00446	pQBR4_00514	pQBR43_00513	pQBR44d_00065	pQBR47p_00238	pQBR49_00531	pQBR5_00446	pQBR50d_00501	pQG1rel01_00449	pQG1rel02_00375	pQG1rel03_00375	pQG1rel04_00553	pQG1rel05_00462	pQG1rel06_00463	pQG1rel07_00462	pQG1rel08_00497	pQG1rel09_00454
g0265_0003	g0265	NA	Phasin-2 domain-containing protein	80	3	20	1	1	1	0	0	0	0	20	Phasin-2 domain-containing protein(15):Phage protein(5)	NA(20)	483	483	483.00	4	6	pQBR103_00450	pQBR106p_00044	pQBR11d_00468	pQBR124_00447	pQBR4_00515	pQBR43_00514	pQBR44d_00066	pQBR47p_00239	pQBR49_00532	pQBR5_00447	pQBR50d_00502	pQG1rel01_00450	pQG1rel02_00376	pQG1rel03_00376	pQG1rel04_00554	pQG1rel05_00463	pQG1rel06_00464	pQG1rel07_00463	pQG1rel08_00498	pQG1rel09_00455
g0499_0002	g0499	NA	Protein-tyrosine-phosphatase	70	2	20	1	1	1	0	0	0	0	20	Protein-tyrosine-phosphatase(15):Exodeoxyribonuclease VII(5)	NA(20)	372	372	372.00	4	7	pQBR103_00451	pQBR106p_00045	pQBR11d_00469	pQBR124_00448	pQBR4_00516	pQBR43_00515	pQBR44d_00067	pQBR47p_00240	pQBR49_00533	pQBR5_00448	pQBR50d_00503	pQG1rel01_00451	pQG1rel02_00377	pQG1rel03_00377	pQG1rel04_00555	pQG1rel05_00464	pQG1rel06_00465	pQG1rel07_00464	pQG1rel08_00499	pQG1rel09_00456
g0135_0002	g0135	rsbW	CBM-48 domain-containing protein	70	4	20	1	1	1	0	0	0	0	20	CBM-48 domain-containing protein(15):Serine/threonine-protein kinase RsbW(5)	NA(15):rsbW(5)	417	417	417.00	4	8	pQBR103_00452	pQBR106p_00046	pQBR11d_00470	pQBR124_00449	pQBR4_00517	pQBR43_00516	pQBR44d_00068	pQBR47p_00241	pQBR49_00534	pQBR5_00449	pQBR50d_00504	pQG1rel01_00452	pQG1rel02_00378	pQG1rel03_00378	pQG1rel04_00556	pQG1rel05_00465	pQG1rel06_00466	pQG1rel07_00465	pQG1rel08_00500	pQG1rel09_00457
g0184_0004	g0184	NA	Putative helicase	90	3	20	1	1	1	3	0	3	0	20	Putative helicase(14):ResIII domain-containing protein(3):Helicase(3):AAA family ATPase(3)	NA(23)	804	1941	1680.00	4	9	pQBR103_00453	pQBR106p_00047	pQBR11d_00471	pQBR124_00450	pQBR4_00518	pQBR43_00517	pQBR44d_00069	pQBR47p_00242	pQBR49_00535	pQBR5_00450	pQBR50d_00505	pQG1rel01_00453	pQG1rel02_00379	pQG1rel03_00379	pQG1rel04_00557	(pQG1rel05_00466:pQG1rel05_00469)	pQG1rel06_00467	(pQG1rel07_00466:pQG1rel07_00469)	pQG1rel08_00501	(pQG1rel09_00458:pQG1rel09_00461)
g0113_0001	g0113	NA	Lipoprotein	60	4	20	1	1	1	0	0	0	0	20	Lipoprotein(17):Flavodoxin-like domain-containing protein(2):hypothetical protein(1)	NA(20)	402	561	553.05	4	10	pQBR103_00454	pQBR106p_00048	pQBR11d_00472	pQBR124_00451	pQBR4_00519	pQBR43_00518	pQBR44d_00070	pQBR47p_00243	pQBR49_00536	pQBR5_00451	pQBR50d_00506	pQG1rel01_00454	pQG1rel02_00380	pQG1rel03_00380	pQG1rel04_00560	pQG1rel05_00470	pQG1rel06_00468	pQG1rel07_00470	pQG1rel08_00502	pQG1rel09_00462
g0406_0003	g0406	NA	OrfB-Zn-ribbon domain-containing protein	80	2	20	1	1	1	0	0	0	0	20	OrfB-Zn-ribbon domain-containing protein(20)	NA(20)	969	975	973.50	4	11	pQBR103_00455	pQBR106p_00049	pQBR11d_00473	pQBR124_00452	pQBR4_00520	pQBR43_00519	pQBR44d_00071	pQBR47p_00244	pQBR49_00537	pQBR5_00452	pQBR50d_00507	pQG1rel01_00455	pQG1rel02_00381	pQG1rel03_00381	pQG1rel04_00561	pQG1rel05_00471	pQG1rel06_00469	pQG1rel07_00471	pQG1rel08_00503	pQG1rel09_00463
g0087_0003	g0087	NA	Putative cold shock domain transmembrane protein	80	3	20	1	1	1	0	0	0	0	20	Putative cold shock domain transmembrane protein(14):CSD domain-containing protein(5):cold shock domain-containing protein(1)	NA(20)	444	849	793.35	4	12	pQBR103_00456	pQBR106p_00050	pQBR11d_00474	pQBR124_00453	pQBR4_00521	pQBR43_00520	pQBR44d_00072	pQBR47p_00245	pQBR49_00538	pQBR5_00453	pQBR50d_00508	pQG1rel01_00456	pQG1rel02_00382	pQG1rel03_00382	pQG1rel04_00562	pQG1rel05_00472	pQG1rel06_00470	pQG1rel07_00472	pQG1rel08_00504	pQG1rel09_00464
g0127_0003	g0127	NA	DUF4376 domain-containing protein	80	4	20	1	1	1	0	0	0	0	20	DUF4376 domain-containing protein(13):Ran guanine nucleotide release factor(5):DUF177 domain-containing protein(2)	NA(20)	462	468	463.35	4	13	pQBR103_00457	pQBR106p_00051	pQBR11d_00475	pQBR124_00454	pQBR4_00522	pQBR43_00521	pQBR44d_00073	pQBR47p_00246	pQBR49_00539	pQBR5_00454	pQBR50d_00509	pQG1rel01_00457	pQG1rel02_00383	pQG1rel03_00383	pQG1rel04_00563	pQG1rel05_00473	pQG1rel06_00471	pQG1rel07_00473	pQG1rel08_00505	pQG1rel09_00465
g0300_0002	g0300	NA	Barstar domain-containing protein	70	3	20	1	1	1	0	0	0	0	20	Barstar domain-containing protein(15):Oxidoreductase(5)	NA(20)	378	378	378.00	4	14	pQBR103_00458	pQBR106p_00052	pQBR11d_00476	pQBR124_00455	pQBR4_00523	pQBR43_00522	pQBR44d_00074	pQBR47p_00247	pQBR49_00540	pQBR5_00455	pQBR50d_00510	pQG1rel01_00458	pQG1rel02_00384	pQG1rel03_00384	pQG1rel04_00564	pQG1rel05_00474	pQG1rel06_00472	pQG1rel07_00474	pQG1rel08_00506	pQG1rel09_00466
g0520_0003	g0520	NA	Roadblock/LC7 domain-containing protein	80	2	20	1	1	1	0	0	0	0	20	Roadblock/LC7 domain-containing protein(15):Methyl-accepting chemotaxis protein(5)	NA(20)	312	312	312.00	5	1	pQBR103_00433	pQBR106p_00027	pQBR11d_00451	pQBR124_00430	pQBR4_00498	pQBR43_00497	pQBR44d_00049	pQBR47p_00222	pQBR49_00515	pQBR5_00430	pQBR50d_00485	pQG1rel01_00433	pQG1rel02_00357	pQG1rel03_00357	pQG1rel04_00534	pQG1rel05_00446	pQG1rel06_00448	pQG1rel07_00446	pQG1rel08_00480	pQG1rel09_00438
g0141_0003	g0141	NA	DNA-binding protein	80	4	20	1	1	1	0	0	0	0	20	DNA-binding protein(15):LysR-substrate domain-containing protein(5)	NA(20)	357	393	389.40	5	2	pQBR103_00435	pQBR106p_00029	pQBR11d_00453	pQBR124_00432	pQBR4_00500	pQBR43_00499	pQBR44d_00051	pQBR47p_00224	pQBR49_00517	pQBR5_00432	pQBR50d_00487	pQG1rel01_00435	pQG1rel02_00358	pQG1rel03_00358	pQG1rel04_00536	pQG1rel05_00447	pQG1rel06_00449	pQG1rel07_00447	pQG1rel08_00483	pQG1rel09_00439
g0513_0003	g0513	NA	Arc family DNA-binding protein	80	2	20	1	1	1	0	0	0	0	20	Arc family DNA-binding protein(15):Arc domain-containing protein(5)	NA(20)	333	342	335.25	5	3	pQBR103_00436	pQBR106p_00030	pQBR11d_00454	pQBR124_00433	pQBR4_00501	pQBR43_00500	pQBR44d_00052	pQBR47p_00225	pQBR49_00518	pQBR5_00433	pQBR50d_00488	pQG1rel01_00436	pQG1rel02_00359	pQG1rel03_00359	pQG1rel04_00537	pQG1rel05_00448	pQG1rel06_00450	pQG1rel07_00448	pQG1rel08_00484	pQG1rel09_00440
g0151_0003	g0151	NA	RNHCP domain-containing protein	80	4	20	1	1	1	0	0	0	0	20	RNHCP domain-containing protein(15):DDE-Tnp-1 domain-containing protein(5)	NA(20)	354	354	354.00	5	4	pQBR103_00437	pQBR106p_00031	pQBR11d_00455	pQBR124_00434	pQBR4_00502	pQBR43_00501	pQBR44d_00053	pQBR47p_00226	pQBR49_00519	pQBR5_00434	pQBR50d_00489	pQG1rel01_00437	pQG1rel02_00360	pQG1rel03_00360	pQG1rel04_00538	pQG1rel05_00449	pQG1rel06_00451	pQG1rel07_00449	pQG1rel08_00485	pQG1rel09_00441
g0106_0003	g0106	NA	RNase III domain-containing protein	80	4	20	1	1	1	0	0	0	0	20	RNase III domain-containing protein(15):Terpene-synth-C domain-containing protein(5)	NA(20)	636	636	636.00	5	5	pQBR103_00438	pQBR106p_00032	pQBR11d_00456	pQBR124_00435	pQBR4_00503	pQBR43_00502	pQBR44d_00054	pQBR47p_00227	pQBR49_00520	pQBR5_00435	pQBR50d_00490	pQG1rel01_00438	pQG1rel02_00361	pQG1rel03_00361	pQG1rel04_00539	pQG1rel05_00450	pQG1rel06_00452	pQG1rel07_00450	pQG1rel08_00486	pQG1rel09_00442
g0152_0003	g0152	NA	Amidophosphoribosyltransferase	80	4	20	1	1	1	0	0	0	0	20	Amidophosphoribosyltransferase(15):Amidohydrolase(5)	NA(20)	336	354	349.50	5	6	pQBR103_00439	pQBR106p_00033	pQBR11d_00457	pQBR124_00436	pQBR4_00504	pQBR43_00503	pQBR44d_00055	pQBR47p_00228	pQBR49_00521	pQBR5_00436	pQBR50d_00491	pQG1rel01_00439	pQG1rel02_00362	pQG1rel03_00362	pQG1rel04_00540	pQG1rel05_00451	pQG1rel06_00453	pQG1rel07_00451	pQG1rel08_00487	pQG1rel09_00443
g0036_0004	g0036	NA	Phage protein	90	5	20	1	1	1	0	0	0	0	20	Phage protein(18):DUF927 domain-containing protein(2)	NA(20)	576	576	576.00	5	7	pQBR103_00440	pQBR106p_00034	pQBR11d_00458	pQBR124_00437	pQBR4_00505	pQBR43_00504	pQBR44d_00056	pQBR47p_00229	pQBR49_00522	pQBR5_00437	pQBR50d_00492	pQG1rel01_00440	pQG1rel02_00363	pQG1rel03_00363	pQG1rel04_00541	pQG1rel05_00452	pQG1rel06_00454	pQG1rel07_00452	pQG1rel08_00488	pQG1rel09_00444
g0128_0004	g0128	NA	Integral membrane protein	90	4	20	1	1	1	0	0	0	0	20	Integral membrane protein(20)	NA(20)	444	456	444.60	5	8	pQBR103_00441	pQBR106p_00035	pQBR11d_00459	pQBR124_00438	pQBR4_00506	pQBR43_00505	pQBR44d_00057	pQBR47p_00230	pQBR49_00523	pQBR5_00438	pQBR50d_00493	pQG1rel01_00441	pQG1rel02_00364	pQG1rel03_00364	pQG1rel04_00542	pQG1rel05_00453	pQG1rel06_00455	pQG1rel07_00453	pQG1rel08_00489	pQG1rel09_00445
g0085_0003	g0085	rpoH	RNA polymerase sigma factor RpoH	80	4	20	1	1	1	0	0	0	0	20	RNA polymerase sigma factor RpoH(20)	rpoH(20)	825	876	841.95	5	9	pQBR103_00442	pQBR106p_00036	pQBR11d_00460	pQBR124_00439	pQBR4_00507	pQBR43_00506	pQBR44d_00058	pQBR47p_00231	pQBR49_00524	pQBR5_00439	pQBR50d_00494	pQG1rel01_00442	pQG1rel02_00367	pQG1rel03_00367	pQG1rel04_00545	pQG1rel05_00456	pQG1rel06_00456	pQG1rel07_00456	pQG1rel08_00490	pQG1rel09_00448
g0202_0004	g0202	NA	PAPS-reduct domain-containing protein	90	3	20	1	1	1	1	0	1	0	20	PAPS-reduct domain-containing protein(19):hypothetical protein(2)	NA(21)	393	1164	1103.57	6	1	pQBR103_00483	pQBR106p_00088	pQBR11d_00502	pQBR124_00491	pQBR4_00602	pQBR43_00558	pQBR44d_00110	pQBR47p_00283	(pQBR49_00576:pQBR49_00613)	pQBR5_00491	pQBR50d_00628	pQG1rel01_00483	pQG1rel02_00410	pQG1rel03_00410	pQG1rel04_00590	pQG1rel05_00496	pQG1rel06_00498	pQG1rel07_00496	pQG1rel08_00534	pQG1rel09_00488
g0253_0003	g0253	NA	Cupin	80	3	20	1	1	1	0	0	0	0	20	Cupin(15):DUF1971 domain-containing protein(5)	NA(20)	525	525	525.00	6	2	pQBR103_00484	pQBR106p_00089	pQBR11d_00503	pQBR124_00492	pQBR4_00603	pQBR43_00559	pQBR44d_00111	pQBR47p_00284	pQBR49_00614	pQBR5_00492	pQBR50d_00629	pQG1rel01_00484	pQG1rel02_00411	pQG1rel03_00411	pQG1rel04_00591	pQG1rel05_00497	pQG1rel06_00499	pQG1rel07_00497	pQG1rel08_00535	pQG1rel09_00489
g0271_0003	g0271	NA	WYL domain-containing protein	80	3	20	1	1	1	0	0	0	0	20	WYL domain-containing protein(15):DUF317 domain-containing protein(5)	NA(20)	417	471	465.60	6	3	pQBR103_00485	pQBR106p_00090	pQBR11d_00504	pQBR124_00493	pQBR4_00604	pQBR43_00560	pQBR44d_00112	pQBR47p_00285	pQBR49_00615	pQBR5_00493	pQBR50d_00630	pQG1rel01_00485	pQG1rel02_00412	pQG1rel03_00412	pQG1rel04_00592	pQG1rel05_00498	pQG1rel06_00500	pQG1rel07_00498	pQG1rel08_00536	pQG1rel09_00490
g0159_0003	g0159	hicB	Antitoxin HicB	80	4	20	1	1	1	0	0	0	0	20	Antitoxin HicB(15):HicB family protein(5)	hicB(20)	315	315	315.00	6	4	pQBR103_00486	pQBR106p_00091	pQBR11d_00505	pQBR124_00494	pQBR4_00605	pQBR43_00561	pQBR44d_00113	pQBR47p_00286	pQBR49_00616	pQBR5_00494	pQBR50d_00631	pQG1rel01_00486	pQG1rel02_00413	pQG1rel03_00413	pQG1rel04_00593	pQG1rel05_00499	pQG1rel06_00501	pQG1rel07_00499	pQG1rel08_00537	pQG1rel09_00491
g0399_0004	g0399	NA	Exported protein	90	2	20	1	1	1	0	0	0	0	20	Exported protein(20)	NA(20)	1089	1089	1089.00	6	5	pQBR103_00487	pQBR106p_00092	pQBR11d_00506	pQBR124_00495	pQBR4_00606	pQBR43_00562	pQBR44d_00114	pQBR47p_00287	pQBR49_00617	pQBR5_00495	pQBR50d_00632	pQG1rel01_00487	pQG1rel02_00414	pQG1rel03_00414	pQG1rel04_00594	pQG1rel05_00500	pQG1rel06_00502	pQG1rel07_00500	pQG1rel08_00538	pQG1rel09_00492
g0443_0003	g0443	NA	DUF2958 domain-containing protein	80	2	20	1	1	1	0	0	0	0	20	DUF2958 domain-containing protein(15):RNase H domain-containing protein(5)	NA(20)	609	636	629.25	6	6	pQBR103_00493	pQBR106p_00097	pQBR11d_00512	pQBR124_00500	pQBR4_00611	pQBR43_00567	pQBR44d_00119	pQBR47p_00292	pQBR49_00622	pQBR5_00543	pQBR50d_00637	pQG1rel01_00493	pQG1rel02_00415	pQG1rel03_00415	pQG1rel04_00599	pQG1rel05_00501	pQG1rel06_00507	pQG1rel07_00501	pQG1rel08_00543	pQG1rel09_00493
g0220_0004	g0220	NA	DUF1963 domain-containing protein	90	3	20	1	1	1	0	0	0	0	20	DUF1963 domain-containing protein(15):DUF1835 domain-containing protein(5)	NA(20)	825	825	825.00	6	7	pQBR103_00494	pQBR106p_00098	pQBR11d_00513	pQBR124_00501	pQBR4_00612	pQBR43_00568	pQBR44d_00120	pQBR47p_00293	pQBR49_00623	pQBR5_00544	pQBR50d_00638	pQG1rel01_00494	pQG1rel02_00416	pQG1rel03_00416	pQG1rel04_00600	pQG1rel05_00502	pQG1rel06_00508	pQG1rel07_00502	pQG1rel08_00544	pQG1rel09_00494
g0257_0001	g0257	NA	Putative DNAJ family protein	60	3	20	1	1	1	0	0	0	0	20	Putative DNAJ family protein(15):J domain-containing protein(5)	NA(20)	501	501	501.00	7	1	pQBR103_00460	pQBR106p_00054	pQBR11d_00478	pQBR124_00457	pQBR4_00525	pQBR43_00524	pQBR44d_00076	pQBR47p_00249	pQBR49_00542	pQBR5_00457	pQBR50d_00512	pQG1rel01_00460	pQG1rel02_00386	pQG1rel03_00386	pQG1rel04_00566	pQG1rel05_00476	pQG1rel06_00474	pQG1rel07_00476	pQG1rel08_00508	pQG1rel09_00468
g0078_0003	g0078	NA	MIB/HERC2 domain-containing protein	80	4	20	1	1	1	0	0	0	0	20	MIB/HERC2 domain-containing protein(15):SUKH-4 immunity protein(5)	NA(20)	984	984	984.00	7	2	pQBR103_00461	pQBR106p_00055	pQBR11d_00479	pQBR124_00458	pQBR4_00526	pQBR43_00525	pQBR44d_00077	pQBR47p_00250	pQBR49_00543	pQBR5_00458	pQBR50d_00513	pQG1rel01_00461	pQG1rel02_00387	pQG1rel03_00387	pQG1rel04_00567	pQG1rel05_00477	pQG1rel06_00475	pQG1rel07_00477	pQG1rel08_00509	pQG1rel09_00469
g0019_0001	g0019	NA	DUF222 domain-containing protein	60	6	20	1	1	1	0	0	0	0	20	DUF222 domain-containing protein(15):Prophage PSSB64-02(5)	NA(20)	402	420	417.30	7	3	pQBR103_00462	pQBR106p_00056	pQBR11d_00480	pQBR124_00459	pQBR4_00527	pQBR43_00526	pQBR44d_00078	pQBR47p_00251	pQBR49_00544	pQBR5_00459	pQBR50d_00514	pQG1rel01_00462	pQG1rel02_00388	pQG1rel03_00388	pQG1rel04_00568	pQG1rel05_00478	pQG1rel06_00476	pQG1rel07_00478	pQG1rel08_00510	pQG1rel09_00470
g0266_0003	g0266	NA	VRR-NUC domain-containing protein	80	3	20	1	1	1	0	0	0	0	20	VRR-NUC domain-containing protein(15):Endonuclease(5)	NA(20)	426	477	464.25	7	4	pQBR103_00463	pQBR106p_00057	pQBR11d_00481	pQBR124_00460	pQBR4_00528	pQBR43_00527	pQBR44d_00079	pQBR47p_00252	pQBR49_00545	pQBR5_00460	pQBR50d_00515	pQG1rel01_00463	pQG1rel02_00389	pQG1rel03_00389	pQG1rel04_00569	pQG1rel05_00479	pQG1rel06_00477	pQG1rel07_00479	pQG1rel08_00511	pQG1rel09_00471
g0188_0004	g0188	NA	Helicase ATP-binding domain-containing protein	90	3	20	1	1	1	0	0	0	0	20	Helicase ATP-binding domain-containing protein(20)	NA(20)	1665	1665	1665.00	7	5	pQBR103_00464	pQBR106p_00058	pQBR11d_00482	pQBR124_00461	pQBR4_00529	pQBR43_00528	pQBR44d_00080	pQBR47p_00253	pQBR49_00546	pQBR5_00461	pQBR50d_00516	pQG1rel01_00464	pQG1rel02_00390	pQG1rel03_00390	pQG1rel04_00570	pQG1rel05_00480	pQG1rel06_00478	pQG1rel07_00480	pQG1rel08_00512	pQG1rel09_00472
